budget,genres,runtime,popularity,vote_average,release_month,director,revenue
0.08152172914697532,"['Crime', 'Action', 'Comedy', 'Thriller']",0.3265306122448979,0.5852758479334129,0.5416666666666669,0.0,Stanley Tong,0.1362835287107865
0.2717391225189035,"['Comedy', 'Drama']",0.5510204081632651,0.07235750738172897,0.2500000000000001,0.7272727272727273,Andrew Davis,0.026414101794412108
0.4347826025519848,"['Comedy', 'Romance']",0.5918367346938774,0.30926536795765236,0.3125000000000001,0.4545454545454545,Reginald Hudlin,0.2949327506617706
0.07608694647920594,"['Comedy', 'Romance']",0.33673469387755095,0.26516415658176934,0.5000000000000001,0.1818181818181818,David O. Russell,0.06185777814121496
0.5434782559073723,"['Action', 'Thriller', 'Mystery', 'Romance']",0.36734693877551017,0.5427209201466245,0.2500000000000001,0.8181818181818182,William Friedkin,0.04144881857721931
0.33695651453213604,['Comedy'],0.5918367346938774,0.30891826925933197,0.5833333333333336,0.1818181818181818,Mike Nichols,0.7794494289575952
0.206521730505671,"['Action', 'Comedy', 'Crime', 'Thriller']",0.6020408163265306,0.44021520784691154,0.5416666666666669,0.2727272727272727,Michael Bay,0.5949438352528688
0.04347825047258968,"['Romance', 'Drama', 'Comedy']",0.5510204081632651,0.043866516952727225,0.4375000000000001,0.5454545454545454,Mike Newell,0.0035827135208593482
0.30434781852551973,['Adventure'],0.8163265306122448,0.4844813421973492,0.5416666666666669,0.2727272727272727,Michael Caton-Jones,0.13293814139301782
0.021739119801512174,['Comedy'],0.2448979591836734,0.547912429227488,0.6041666666666669,0.7272727272727273,Paul Auster,0.005364321933314248
0.11956520782136096,"['Action', 'Comedy']",0.3265306122448979,0.25625109166414173,0.41666666666666685,0.4545454545454545,Michael Moore,0.0007493353557838614
0.2717391225189035,"['Mystery', 'Crime', 'Drama']",0.7040816326530611,0.2166807944344437,0.6041666666666669,0.7272727272727273,Spike Lee,0.05499598458099972
0.5434782559073723,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",0.5102040816326531,0.34508221790507426,0.22916666666666685,0.4545454545454545,Frank Marshall,0.6396048039084674
0.5760869519139886,"['Action', 'Thriller', 'Drama']",0.5816326530612245,0.4114692284385192,0.6458333333333334,0.36363636363636365,Tony Scott,0.6621774423328839
0.07608694647920594,"['Thriller', 'Action', 'Crime']",0.4591836734693876,0.33034295185983925,0.6041666666666669,0.6363636363636364,Robert Rodriguez,0.10688869597135908
0.293478253189981,"['Drama', 'Mystery', 'Thriller']",0.43877551020408145,0.22082240480985735,0.5000000000000001,0.7272727272727273,Carl Franklin,0.06790951217373442
0.5978260825850661,"['Action', 'Adventure', 'Drama', 'Romance']",0.7653061224489796,0.7213995639284462,0.41666666666666685,0.5454545454545454,Jerry Zucker,0.5368551714994421
0.21739129584120975,"['Action', 'Crime', 'Thriller', 'Drama']",0.4897959183673469,0.7039177761538964,0.47916666666666685,0.7272727272727273,Iain Softley,0.03182297918955323
0.2717391225189035,"['Adventure', 'Action', 'Drama', 'Science Fiction', 'Thriller']",0.3877551020408162,0.5568344769814817,0.33333333333333337,0.36363636363636365,Robert Longo,0.08025755143763982
0.9782608693289225,['Science Fiction'],0.37755102040816324,0.38900976111121005,0.3125000000000001,0.4545454545454545,Danny Cannon,0.47750277769014876
0.016304337133742797,"['Drama', 'Crime']",0.3265306122448979,0.2318365979289572,0.6041666666666669,0.5454545454545454,Larry Clark,0.031185520536832476
0.005434771798204042,"['Drama', 'Comedy']",0.30612244897959173,0.4780545742955424,0.6875000000000001,0.0,Tom DiCillo,0.004833156877155728
0.0652173811436672,"['Romance', 'Comedy']",0.3571428571428571,0.3923678685369027,0.6041666666666669,0.8181818181818182,Kevin Smith,0.008930277720041733
0.16304346916351597,"['Action', 'Adventure', 'Science Fiction', 'Family', 'Fantasy']",0.33673469387755095,0.33384906220851834,0.27083333333333337,0.4545454545454545,Bryan Spicer,0.2776827607193562
1.0869565335538754e-08,"['Thriller', 'Foreign']",0.36734693877551017,0.11720771620891036,0.5208333333333336,0.7272727272727273,Anthony Waller,0.0
0.23913042651228725,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",0.5612244897959183,0.6323318421349684,0.35416666666666663,0.5454545454545454,Irwin Winkler,0.46544665032921523
0.0016304239307654777,['Comedy'],0.3571428571428571,0.05537219954729356,0.39583333333333337,0.4545454545454545,Daisy von Scherler Mayer,0.001987404999782524
7.608695734877128e-08,"['Fantasy', 'Horror', 'Thriller']",0.3979591836734693,0.48419968987826834,0.5208333333333336,0.7272727272727273,Gregory Widen,6.31097193015161e-08
0.5434782559073723,"['Drama', 'History', 'Romance']",0.7755102040816325,0.32091624930935536,0.33333333333333337,0.8181818181818182,Roland Joffé,0.0436820485556251
0.4891304292296786,['Drama'],0.7040816326530611,0.8318569400134267,0.20833333333333337,0.7272727272727273,Paul Verhoeven,0.08562202062696578
0.07608694647920594,"['Comedy', 'Drama']",0.5408163265306122,0.26392167346914525,0.6875000000000001,0.4545454545454545,Wayne Wang,0.035128674701195885
0.38043477587429103,"['Science Fiction', 'Horror', 'Action']",0.4999999999999999,0.6412910569685304,0.33333333333333337,0.5454545454545454,Roger Donaldson,0.4770005168854303
0.45652173322306233,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",0.8775510204081632,0.5334119450335965,0.6041666666666669,0.8181818181818182,Kathryn Bigelow,0.033487237182624266
0.1521739038279772,['Thriller'],0.40816326530612235,0.08652125403247367,0.14583333333333337,0.7272727272727273,Wesley Strick,0.024318274296869582
0.6521739092627599,"['Action', 'Thriller']",0.41836734693877553,0.3559981701629625,0.35416666666666663,0.5454545454545454,Geoff Murphy,0.4389242354272232
0.21739129584120975,"['Drama', 'Romance']",0.44897959183673464,0.46176712353182314,0.5416666666666669,0.6363636363636364,Alfonso Aráu,0.21041834768169265
0.030434772069943175,['Drama'],0.7755102040816325,0.11815861360139257,0.5833333333333336,0.36363636363636365,Nikita Mikhalkov,0.011008447118123698
0.02717390246928155,"['Drama', 'Romance']",0.4693877551020408,0.5373056481365961,0.7916666666666669,0.0,Richard Linklater,0.02328918617736596
0.10869564248582221,['Comedy'],0.30612244897959173,0.3154978879640687,0.47916666666666685,0.09090909090909091,Tamra Davis,0.11144643361885376
0.22826086117674851,"['Comedy', 'Drama']",0.5714285714285713,0.14402518996441324,0.5000000000000001,0.09090909090909091,Herbert Ross,0.09866152363405555
0.00029346739449421084,['Comedy'],0.33673469387755095,0.4996817271760506,0.7291666666666669,0.7272727272727273,Kevin Smith,0.013257791111524475
0.2717391225189035,"['Romance', 'Drama', 'Comedy']",0.3877551020408162,0.3535593538536487,0.5000000000000001,0.8181818181818182,Jeremy Leven,0.0934023803589292
0.5978260825850661,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']",0.6530612244897959,0.5614150581329721,0.41666666666666685,0.9999999999999999,Barry Levinson,0.9004288086646177
0.19565216517013223,"['Comedy', 'Drama', 'History']",0.6938775510204082,0.5570478787554732,0.7083333333333334,0.7272727272727273,Tim Burton,0.024770379704001783
0.16304346916351597,"['Drama', 'Thriller']",0.44897959183673464,0.38888381128914395,0.22916666666666685,0.1818181818181818,Brett Leonard,0.051334514337766694
0.05434781580812843,"['Drama', 'Fantasy']",0.40816326530612235,0.4485734281521616,0.6250000000000001,0.7272727272727273,Peter Jackson,0.012828666056847265
0.11413042515359159,"['Comedy', 'Family']",0.5510204081632651,0.1277825583260556,0.4375000000000001,0.0,Randall Miller,0.11075863023938888
0.6521739092627599,"['Horror', 'Romance']",0.6530612244897959,0.5689226656210454,0.6875000000000001,0.9090909090909091,Neil Jordan,0.9410273710302608
0.1521739038279772,"['Drama', 'Romance']",0.8163265306122448,0.07585777175753472,0.27083333333333337,0.1818181818181818,James Ivory,0.010408892162815434
0.6521739092627599,"['Comedy', 'Family', 'Romance']",0.5102040816326531,0.3189246261607286,0.16666666666666674,0.9090909090909091,Ivan Reitman,0.1556706367364251
0.021739119801512174,"['Drama', 'Romance']",0.4693877551020408,0.1961053938605403,0.5625000000000001,0.2727272727272727,Alfonso Aráu,0.09115343606041733
0.32608694919659725,"['Adventure', 'Drama', 'Romance', 'War']",0.7551020408163264,0.5797991219158631,0.6875000000000001,0.9999999999999999,Edward Zwick,0.6758583167952912
0.1847825998345935,['Drama'],0.47959183673469374,0.3658973033667812,0.5208333333333336,0.1818181818181818,Stephen Gyllenhaal,0.031991431652312836
0.4891304292296786,"['Drama', 'Horror', 'Science Fiction', 'Romance']",0.6530612244897959,0.6790716309907855,0.45833333333333337,0.9090909090909091,Kenneth Branagh,0.47124572249685376
5.4347826677693765e-08,"['Comedy', 'Romance']",0.36734693877551017,0.054052197883805345,0.35416666666666663,0.0,David Frankel,1.6829258480404292e-08
0.33695651453213604,"['Drama', 'Thriller']",0.5408163265306122,0.2818878690121851,0.45833333333333337,0.9999999999999999,Michael Apted,0.4488523787849728
0.3695652105387523,"['Crime', 'Thriller', 'Drama']",0.6122448979591836,0.5335925998538507,0.6250000000000001,0.6363636363636364,Oliver Stone,0.21155541232360656
0.5434782559073723,"['Action', 'Drama', 'Science Fiction', 'Thriller']",0.6938775510204082,0.6500171933389178,0.5208333333333336,0.1818181818181818,Wolfgang Petersen,0.7987988983466423
0.17391303449905474,"['Thriller', 'Crime', 'Drama']",0.520408163265306,0.973251252071934,0.8958333333333334,0.7272727272727273,Luc Besson,0.19052812897378238
0.11956520782136096,"['Comedy', 'Drama', 'Romance']",0.5510204081632651,0.06813376821668124,0.5625000000000001,0.36363636363636365,Mira Nair,0.011918586038687822
0.004347815264650166,"['Comedy', 'Drama']",0.4693877551020408,0.07788076354109114,0.45833333333333337,0.09090909090909091,Ang Lee,0.0006408623702484155
0.3478260798676748,"['Action', 'Western']",0.4897959183673469,0.3586960153516198,0.47916666666666685,0.09090909090909091,Sam Raimi,0.07805603198952574
0.23913042651228725,"['Drama', 'Comedy']",0.4999999999999999,0.1613995164002115,0.5208333333333336,0.1818181818181818,Peter Yates,0.05217069708193869
0.16304346916351597,"['Drama', 'Comedy']",0.7551020408163264,0.2974997534472823,0.29166666666666663,0.9999999999999999,Robert Altman,0.04754539837627443
0.38043477587429103,['Animation'],0.30612244897959173,0.4234984820670028,0.5416666666666669,0.9090909090909091,Richard Rich,0.04111243535871299
0.4891304292296786,"['Action', 'Thriller']",0.520408163265306,0.4937319526381141,0.33333333333333337,0.8181818181818182,Luis Llosa,0.7167689777594534
0.5978260825850661,"['Action', 'Adventure', 'Science Fiction']",0.6326530612244897,0.6335001812013948,0.6041666666666669,0.8181818181818182,Roland Emmerich,0.8270203110385235
0.23913042651228725,"['Fantasy', 'Drama', 'Comedy', 'Family']",0.3877551020408162,0.45938049322425606,0.5000000000000001,0.9090909090909091,John Pasquin,0.7986886540816518
0.2717391225189035,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",0.3979591836734693,0.36131372793650224,0.33333333333333337,0.1818181818181818,Rachel Talalay,0.017100605029513088
0.4130434718809073,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",0.6020408163265306,0.3852499450454786,0.5208333333333336,0.9090909090909091,David Carson,0.5048777502048142
0.0652173811436672,"['Crime', 'Horror', 'Thriller']",0.3979591836734693,0.13593403081017819,0.3125000000000001,0.36363636363636365,Rusty Cundieff,0.050487771233898256
0.11956520782136096,"['Romance', 'Drama']",0.6020408163265306,0.4939086150866499,0.7500000000000001,0.9999999999999999,Lasse Hallström,0.04221099465722372
0.32608694919659725,"['Action', 'Crime', 'Science Fiction', 'Thriller']",0.47959183673469374,0.2465953980786711,0.3125000000000001,0.6363636363636364,Brett Leonard,0.10117749777687599
0.1847825998345935,"['Comedy', 'Drama', 'Romance']",0.44897959183673464,0.7501673112683503,0.5416666666666669,0.2727272727272727,Jon Turteltaub,0.7659711409014603
0.032608685137050925,"['Drama', 'Comedy', 'Romance']",0.47959183673469374,0.2497535542208043,0.6250000000000001,0.7272727272727273,P.J. Hogan,0.06361307400803574
0.16304346916351597,"['Comedy', 'Mystery']",0.2755102040816326,0.5345954931351407,0.5208333333333336,0.09090909090909091,Tom Shadyac,0.4510973135126517
0.05434781580812843,"['Thriller', 'Drama', 'Romance']",0.8163265306122448,0.5369832165921067,0.6458333333333334,0.7272727272727273,Roman Polanski,0.007837402503582759
0.6739130399338374,"['Action', 'Drama', 'Thriller']",0.836734693877551,0.3570912245055578,0.5208333333333336,0.6363636363636364,Phillip Noyce,0.9083075438270284
0.4891304292296786,"['Drama', 'Thriller', 'Crime', 'Mystery']",0.6122448979591836,0.7254628002447704,0.5208333333333336,0.5454545454545454,Joel Schumacher,0.49484419257925794
0.16304346916351597,"['Fantasy', 'Action', 'Thriller']",0.43877551020408145,0.7509145026467284,0.7083333333333334,0.36363636363636365,Alex Proyas,0.39548757008218627
0.4891304292296786,"['Action', 'Comedy', 'Romance']",0.6530612244897959,0.16971729017769618,0.29166666666666663,0.4545454545454545,Charles Shyer,0.26063163791709015
0.38043477587429103,"['Drama', 'History']",0.8265306122448978,0.27003266377932644,0.4375000000000001,0.9999999999999999,Bernardo Bertolucci,0.020439715033868586
0.1521739038279772,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",0.5408163265306122,0.46865315676594127,0.5208333333333336,0.8181818181818182,Wes Craven,0.07611107879426003
0.32608694919659725,"['Comedy', 'Crime']",0.2448979591836734,0.5031924002352647,0.5208333333333336,0.1818181818181818,Peter Segal,0.21513092292183628
0.12499999048913035,['Drama'],0.40816326530612235,0.30962701029580386,0.5416666666666669,0.09090909090909091,Ben Stiller,0.08448224226712191
0.0869565118147447,"['Crime', 'Drama', 'Thriller']",0.3979591836734693,0.24419541233714154,0.5208333333333336,0.5454545454545454,John Dahl,0.008414625032887526
0.293478253189981,"['Thriller', 'Science Fiction', 'Action', 'Crime']",0.40816326530612235,0.4233374564076972,0.33333333333333337,0.7272727272727273,Peter Hyams,0.42765914211727335
0.10869564248582221,"['Action', 'Comedy', 'Crime']",0.41836734693877553,0.14360774947867466,0.4375000000000001,0.9090909090909091,Keenen Ivory Wayans,0.12366314576420732
0.07608694647920594,"['Crime', 'Drama', 'Romance']",0.6122448979591836,0.04338890572180536,0.41666666666666685,0.7272727272727273,Doug McHenry,0.08772890494732993
0.38043477587429103,"['Action', 'Adventure', 'Thriller']",0.43877551020408145,0.6456467820414564,0.04166666666666663,0.9999999999999999,Steven E. de Souza,0.41830602927791144
0.28260868785444226,"['Action', 'Fantasy', 'Science Fiction']",0.40816326530612235,0.3263589451108299,0.1250000000000001,0.9090909090909091,Andrew Morahan,0.15482917381240488
0.0869565118147447,"['Horror', 'Mystery', 'Thriller']",0.36734693877551017,0.40387792372906534,0.6666666666666669,0.9999999999999999,John Carpenter,0.037641156772881636
0.3695652105387523,"['Drama', 'Romance']",0.8163265306122448,0.38087302237985754,0.6458333333333334,0.7272727272727273,Martin Scorsese,0.13570878008247836
0.18565216506143659,"['Comedy', 'Family']",0.4897959183673469,0.09012646075058965,0.2500000000000001,0.0,Paul Michael Glaser,0.08840198693293908
0.5434782559073723,"['Action', 'Comedy', 'Crime']",0.4591836734693876,0.560252517511184,0.33333333333333337,0.36363636363636365,John Landis,0.5015497180598534
0.14130433849243848,"['Horror', 'Science Fiction', 'Thriller']",0.2857142857142856,0.3117705812109005,0.39583333333333337,0.4545454545454545,Abel Ferrara,0.001804378399178887
0.23913042651228725,"['Drama', 'Crime']",0.6326530612244897,0.290664955650216,0.7291666666666669,0.7272727272727273,Robert De Niro,0.07273562179890149
0.32608694919659725,"['Action', 'Crime', 'Drama', 'Thriller']",0.8673469387755101,0.4134247301287421,0.7916666666666669,0.9090909090909091,Brian De Palma,0.15363434694807163
0.4347826025519848,"['Drama', 'Mystery', 'Romance', 'Thriller']",0.6326530612244897,0.6762774460703062,0.3125000000000001,0.6363636363636364,Richard Rush,0.08299369435453015
0.07499998994565207,"['Comedy', 'Drama']",0.43877551020408145,0.3262907896222099,0.7291666666666669,0.7272727272727273,Richard Linklater,0.03362922563642344
0.6195652132561437,"['Crime', 'Action', 'Science Fiction']",0.5714285714285713,0.5525687228569222,0.5208333333333336,0.8181818181818182,Marco Brambilla,0.6691976539104898
0.32608694919659725,"['Comedy', 'Romance']",0.3571428571428571,0.4025103463026004,0.3750000000000001,0.8181818181818182,Barry Sonnenfeld,0.04689586052327937
0.21739129584120975,"['Family', 'Adventure']",0.5408163265306122,0.28472126472632653,0.4375000000000001,0.5454545454545454,Simon Wincer,0.6466584678446177
0.38043477587429103,"['History', 'Action', 'Drama', 'Western']",0.5714285714285713,0.22117078677051588,0.41666666666666685,0.9999999999999999,Walter Hill,0.07840591227333334
0.19565216517013223,"['Action', 'Adventure', 'Crime', 'Thriller']",0.3877551020408162,0.37235282585060686,0.45833333333333337,0.6363636363636364,John Woo,0.3121393084953617
0.2717391225189035,"['Action', 'Comedy', 'War']",0.2755102040816326,0.6407932462378431,0.47916666666666685,0.36363636363636365,Jim Abrahams,0.5627402118950057
0.4347826025519848,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",0.7040816326530611,0.6006217643668942,0.6041666666666669,0.5454545454545454,Wolfgang Petersen,0.7446827684355712
0.14130433849243848,['Drama'],0.7551020408163264,0.35198906850600936,0.7708333333333334,0.9999999999999999,Jim Sheridan,0.27682809524205815
0.09782607715028345,"['Thriller', 'Crime']",0.5918367346938774,0.4008388258149607,0.5416666666666669,0.7272727272727273,Dominic Sena,0.010077486197504693
0.016304337133742797,"['Action', 'Crime', 'Drama', 'Thriller']",0.37755102040816324,0.23519670154050892,0.45833333333333337,0.8181818181818182,Roger Avary,0.0017626965332375455
0.9239130426512288,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",0.7244897959183673,0.44838160419674317,0.45833333333333337,0.4545454545454545,John McTiernan,0.5776579358801718
0.14673912116020785,"['Comedy', 'Mystery']",0.4591836734693876,0.4248740442369045,0.6666666666666669,0.6363636363636364,Woody Allen,0.047482015181522605
0.0380434678048203,"['Drama', 'Action', 'Crime']",0.3877551020408162,0.2500423833033312,0.6875000000000001,0.36363636363636365,Albert Hughes,0.11738407369350531
0.5978260825850661,"['Action', 'Adventure', 'Drama', 'Thriller']",0.7551020408163264,0.6229188277160901,0.39583333333333337,0.1818181818181818,Stuart Baird,0.5131628614717512
0.13043477315689972,['Adventure'],0.4897959183673469,0.47384219437859804,0.1875000000000001,0.5454545454545454,Christopher Cain,0.06658909696799115
0.21739129584120975,"['Action', 'Drama', 'Science Fiction', 'Thriller']",0.6020408163265306,0.4617456407697198,0.45833333333333337,0.2727272727272727,Martin Campbell,0.06454020206503584
0.32608694919659725,"['Crime', 'Drama', 'Thriller']",0.8061224489795916,0.3821549539273175,0.6875000000000001,0.9090909090909091,Clint Eastwood,0.5685386235142489
0.28260868785444226,['Drama'],0.673469387755102,0.6355953208452896,0.7708333333333334,0.9999999999999999,Jonathan Demme,0.8695612180643678
0.07608694647920594,"['Drama', 'Romance']",0.6326530612244897,0.35345593241485024,0.6666666666666669,0.36363636363636365,Jane Campion,0.4909936119584806
0.1521739038279772,"['Drama', 'Romance']",0.5102040816326531,0.33139527450526085,0.6250000000000001,0.5454545454545454,John Singleton,0.1157675645140578
0.11956520782136096,['Comedy'],0.3877551020408162,0.2789278105524563,0.5833333333333336,0.1818181818181818,Ted Demme,0.04812827974374324
0.12499999048913035,"['Drama', 'Romance']",0.7653061224489796,0.5809174137511065,0.7500000000000001,0.9090909090909091,James Ivory,0.09776919848359293
0.4347826025519848,"['Comedy', 'War']",0.7040816326530611,0.23693566459324744,0.41666666666666685,0.4545454545454545,Penny Marshall,0.1023737382989216
0.23913042651228725,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",0.4591836734693876,0.41282059873693716,0.06250000000000011,0.2727272727272727,Fred Dekker,0.04500231650535668
0.21739129584120975,['Comedy'],0.4591836734693876,0.8144757219835909,0.5208333333333336,0.5454545454545454,Mel Brooks,0.15036838952301582
0.12499999048913035,"['Action', 'Crime', 'Drama', 'Thriller']",0.41836734693877553,0.46560165398256903,0.3750000000000001,0.7272727272727273,Peter Medak,0.013781412452569154
0.008695641398865667,"['Drama', 'Romance']",0.5612244897959183,0.044771264429275016,0.35416666666666663,0.8181818181818182,Victor Nunez,0.0042133563238955386
0.13043477315689972,['Drama'],0.5612244897959183,0.2811215237552058,0.6875000000000001,0.7272727272727273,David Anspaugh,0.0957179306551919
0.14130433849243848,"['Comedy', 'Crime', 'Horror', 'Thriller']",0.36734693877551017,0.2521520190588221,0.5208333333333336,0.2727272727272727,John Waters,0.0329040907543344
0.2717391225189035,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",0.4999999999999999,0.3745750559942016,0.3125000000000001,0.5454545454545454,Russell Mulcahy,0.20221798856046302
0.22826086117674851,"['Comedy', 'Drama', 'Romance']",0.4693877551020408,0.48644758526862364,0.5416666666666669,0.4545454545454545,Nora Ephron,0.958425778203214
0.4347826025519848,"['Drama', 'Thriller']",0.4999999999999999,0.5338831874810629,0.20833333333333337,0.36363636363636365,Phillip Noyce,0.4893106861104402
0.21739129584120975,"['Comedy', 'Crime', 'Romance']",0.346938775510204,0.38269321118577004,0.45833333333333337,0.5454545454545454,Thomas Schlamme,0.04874376779951782
0.5217391252362948,"['Adventure', 'Comedy', 'Family', 'Fantasy']",0.4591836734693876,0.34212981149113897,0.02083333333333337,0.36363636363636365,Annabel Jankel,0.08799793747339767
0.08043477261342145,"['Action', 'Adventure', 'Thriller', 'Crime']",0.37755102040816324,0.1732233054699058,0.45833333333333337,0.2727272727272727,Ernest R. Dickerson,0.03235429991635269
0.5434782559073723,"['Action', 'Thriller']",0.43877551020408145,0.38080686307709677,0.22916666666666685,0.7272727272727273,Deran Sarafian,0.06933191268586895
0.19565216517013223,"['Fantasy', 'Animation', 'Family']",0.173469387755102,0.8427189477248829,0.7708333333333334,0.8181818181818182,Henry Selick,0.3182177505610896
0.32608694919659725,"['Action', 'Adventure', 'Comedy']",0.4693877551020408,0.3017020573784614,0.47916666666666685,0.9090909090909091,Stephen Herek,0.226769394367747
0.2717391225189035,"['Action', 'Adventure', 'Drama', 'History', 'Western']",0.7244897959183673,0.53888429845355,0.7291666666666669,0.9999999999999999,George P. Cosmatos,0.23773458187694685
