budget,runtime,popularity,vote_average,release_month,revenue
8000000.0,106.0,2.93818,6.7,1,589304.0
50000000.0,121.0,7.6612399999999985,6.4,2,50068310.0
25000000.0,93.0,9.304901,6.0,2,36400360.0
15000000.0,134.0,8.449722,7.5,1,3675201.0
30000000.0,140.0,2.899809,6.7,2,13130349.0
35000000.0,127.0,12.201954,7.4,2,41954997.0
3000000.0,117.0,7.124652,5.7,9,4109095.0
28000000.0,109.0,10.928417,6.7,3,41230799.0
68000000.0,116.0,10.97633,5.9,4,118063304.0
20000000.0,127.0,7.390306,7.1,3,60000000.0
90000000.0,107.0,10.675073,5.9,3,140807547.0
32000000.0,75.0,3.406836,7.1,3,3566637.0
10000000.0,99.0,5.4367449999999975,4.6,3,17979739.0
35000000.0,108.0,5.660835,6.4,4,791830.0
45000000.0,89.0,14.386089000000002,4.8,4,136885767.0
16500000.0,94.0,11.749159,6.5,5,67683989.0
36000000.0,95.0,7.926621000000001,6.6,5,50159144.0
2000000.0,108.0,1.7442,5.7,5,2900000.0
73000000.0,129.0,0.7881229999999999,6.2,5,229074524.0
75000000.0,115.0,11.545982,6.5,6,224012234.0
500000.0,95.0,0.321515,6.0,6,10300.0
900000.0,103.0,7.543336999999997,7.5,10,528428.0
28000000.0,86.0,3.3548690000000003,5.5,7,8345056.0
90000000.0,150.0,14.374866,7.2,7,171120329.0
50000000.0,125.0,9.37934,6.0,8,48169156.0
20000000.0,129.0,10.52008,6.6,4,79114085.0
15000000.0,104.0,9.15931,6.6,8,44862187.0
60000000.0,96.0,11.335072,6.4,8,26673242.0
40000000.0,96.0,11.366417,5.0,7,87840042.0
3000000.0,98.0,9.407128,5.3,8,23144499.0
19000000.0,105.0,4.347079,5.1,8,44332015.0
75000000.0,135.0,14.261798,6.5,8,136982834.0
16000000.0,97.0,2.890462,4.2,8,1686429.0
30000000.0,105.0,9.128905,5.7,8,25480490.0
20000000.0,119.0,6.476493,6.5,7,5716080.0
30000000.0,134.0,15.91126,7.2,3,199200000.0
35000000.0,138.0,10.989442,7.7,9,126216940.0
70000000.0,136.0,11.483493,7.0,9,131457682.0
27000000.0,115.0,12.235391,6.2,10,60527873.0
5000000.0,90.0,5.215107,5.6,9,15719109.0
50000000.0,129.0,14.825587,7.5,9,109423648.0
60000000.0,105.0,7.830989999999999,5.0,9,16000000.0
19000000.0,125.0,7.923639,6.5,10,6682098.0
18000000.0,112.0,7.146352,6.9,9,8038061.0
250000.0,113.0,12.311564,6.7,4,12021272.0
17000000.0,100.0,7.417157,5.6,10,125586134.0
57000000.0,144.0,10.920124,7.2,10,152944660.0
12000000.0,94.0,9.657642,5.6,10,4000000.0
1500000.0,85.0,3.974374,6.3,10,626057.0
36000000.0,106.0,12.89312,7.5,9,12532777.0
37000000.0,118.0,3.742824,5.8,10,6482195.0
10000000.0,106.0,11.341505,6.5,6,85300000.0
50000000.0,114.0,4.909738,5.9,11,10541523.0
24000000.0,102.0,2.8188020000000003,5.7,11,2642983.0
40000000.0,135.0,6.683398,6.7,11,45916769.0
15000000.0,155.0,7.595679,7.5,9,43101594.0
12000000.0,113.0,10.312017,7.0,2,68706993.0
11000000.0,139.0,3.01386,7.1,9,32861136.0
6000000.0,99.0,9.7866,6.6,4,58000000.0
60000000.0,124.0,11.131917,6.1,11,159330280.0
53000000.0,94.0,11.911173,7.4,11,139804348.0
20000000.0,97.0,4.827771,6.5,11,13801755.0
70000000.0,109.0,15.57784,5.9,11,162000000.0
36000000.0,155.0,2.263584,6.8,12,74000000.0
20000000.0,96.0,6.280515,7.3,8,10686841.0
80000000.0,93.0,7.016942,5.3,11,177977226.0
35000000.0,115.0,8.412203,5.6,12,31611225.0
10000000.0,126.0,15.064832999999998,7.9,12,225933435.0
32000000.0,102.0,8.04209,5.1,12,79082515.0
35000000.0,155.0,5.145907,6.3,11,25105255.0
38000000.0,98.0,6.456233,6.2,12,122417389.0
5000000.0,112.0,6.002992,6.8,5,3263585.0
12000000.0,154.0,16.415498,7.3,12,39673162.0
28000000.0,134.0,5.017519999999998,6.8,12,5684789.0
15000000.0,117.0,15.952524,7.8,3,46189568.0
25000000.0,111.0,9.941228,6.4,1,55494066.0
15000000.0,97.0,7.603652,6.7,12,64256513.0
27000000.0,100.0,12.851984,7.2,2,27200316.0
70000000.0,97.0,6.363405,5.5,1,19870567.0
8000000.0,82.0,7.022548,6.4,1,17460020.0
3000000.0,109.0,1.6312879999999998,7.0,8,302204.0
25000000.0,93.0,4.257516000000002,4.7,12,100000000.0
45000000.0,106.0,6.922458,6.0,1,11203026.0
30000000.0,87.0,9.384887,6.0,2,19204929.0
1000000.0,93.0,7.146514,5.7,4,91549.0
28000000.0,123.0,13.162168,5.2,2,14051384.0
18000000.0,95.0,8.884035,6.5,2,123306987.0
75000000.0,134.0,7.124735,5.8,2,13100000.0
1000000.0,103.0,11.230031,6.5,7,2554476.0
60000000.0,131.0,8.462363999999999,6.2,3,102367405.0
27000000.0,113.0,2.9170130000000003,5.9,3,76000000.0
20000000.0,108.0,13.924623,6.3,3,67200000.0
1000000.0,84.0,4.967667,5.4,9,2057193.0
15000000.0,111.0,6.715856,5.6,4,46905889.0
24000000.0,93.0,7.336353999999999,4.1,3,4562146.0
80000000.0,130.0,12.000579,5.0,4,136159423.0
10000000.0,110.0,4.3057349999999985,7.1,9,13835130.0
55000000.0,114.0,8.228219000000001,6.5,4,198685114.0
25000000.0,136.0,13.06943,6.7,5,21567853.0
5000000.0,116.0,3.621052,6.0,1,1980338.0
12716953.0,113.0,6.183021,6.2,1,18814720.0
35000000.0,93.0,13.495247,4.5,4,19165560.0
13000000.0,91.0,5.975082,6.1,4,27007143.0
75000000.0,120.0,11.644633,5.9,5,140464664.0
13000000.0,84.0,2.326115,5.5,5,8026971.0
40000000.0,86.0,13.02535,6.9,5,38172500.0
30000000.0,108.0,3.385342,6.3,5,29202884.0
18500000.0,118.0,9.220346,7.2,5,10680275.0
5000000.0,105.0,14.734622,5.9,5,5879254.0
