budget,runtime,popularity,vote_average,release_month,revenue
4000000.0,100.0,3.73688,6.5,7,12121618.0
1600000.0,113.0,13.245638,7.5,4,4420000.0
5500000.0,118.0,11.844029,6.2,3,24000000.0
3000000.0,129.0,12.842165,7.5,12,29800000.0
1821052.0,111.0,11.046411,7.9,6,1300000.0
3000000.0,110.0,4.506948,6.4,4,12800000.0
25000000.0,99.0,11.109932,7.1,5,11000000.0
16000000.0,94.0,10.070988,5.4,6,20627372.0
46000000.0,99.0,7.420019,5.5,6,107196498.0
75000000.0,94.0,7.515631,6.3,6,36754634.0
3000000.0,96.0,2.753674,7.2,9,6000000.0
45000000.0,84.0,11.834245,6.5,6,224834564.0
51000000.0,116.0,9.95456,6.1,6,149270999.0
76000000.0,88.0,11.880936,3.9,6,35134820.0
1500000.0,101.0,6.241185,5.2,11,22812411.0
2410000.0,100.0,9.110348,5.0,3,10755447.0
2500000.0,100.0,2.291511,6.1,3,26386000.0
2142000.0,112.0,1.424722,5.4,6,1458000.0
1978000.0,104.0,0.7608550000000001,6.1,6,10000000.0
65000000.0,104.0,15.045725,6.0,7,69700000.0
1200000.0,85.0,4.928139,6.5,9,2600000.0
8200000.0,107.0,10.403992,6.4,2,80035402.0
6000000.0,144.0,8.441279,6.2,12,20400000.0
15000000.0,105.0,1.991904,4.7,7,5217498.0
30000000.0,84.0,7.554848,6.4,7,133949270.0
3500000.0,113.0,3.5026550000000003,6.3,7,16000000.0
35000000.0,100.0,11.787942,6.7,5,63710000.0
2000000.0,88.0,5.378481,6.6,8,18016290.0
3000000.0,85.0,5.165666000000001,7.5,6,20173742.0
84000000.0,106.0,6.671316,4.7,7,123307945.0
45000000.0,100.0,15.650835999999998,5.8,7,113916474.0
65000000.0,130.0,7.457610000000002,6.3,7,128884132.0
10000000.0,93.0,5.13955,6.3,1,26330482.0
6000000.0,89.0,8.976337,5.5,4,13609396.0
4000000.0,144.0,8.418662,7.2,6,5200000.0
3000000.0,97.0,8.733191999999999,6.3,7,7282851.0
3500000.0,86.0,11.841506,5.9,6,4385516.0
30000000.0,101.0,3.034244,5.2,10,3180674.0
33000000.0,107.0,13.234894,6.0,8,104155843.0
1000000.0,107.0,2.80298,5.9,12,10037390.0
12000000.0,85.0,15.698222,7.1,12,78756177.0
23000000.0,85.0,9.794569,6.6,6,86930411.0
3100000.0,118.0,6.638160000000001,7.3,4,20000000.0
35000000.0,124.0,11.932675,4.7,11,14296438.0
40000000.0,117.0,9.800232,5.6,8,30199105.0
28000000.0,98.0,6.402888,5.8,8,90449929.0
25000000.0,87.0,11.430964,4.4,9,15843608.0
8500000.0,119.0,6.03633,6.4,9,19125401.0
25000000.0,110.0,11.839267,6.4,9,260562.0
14000000.0,97.0,12.243528,4.4,9,38574362.0
12800000.0,140.0,10.684806,7.7,5,40031879.0
1000000.0,94.0,1.7958490000000005,6.3,2,1744858.0
30000000.0,113.0,6.587725999999999,7.4,9,136706683.0
1000000.0,94.0,10.81305,6.9,9,14564027.0
3000000.0,97.0,8.541732000000001,6.3,12,12090735.0
5000000.0,93.0,6.546551,5.3,9,12534961.0
1580000.0,105.0,3.013584,5.4,7,7000000.0
5115000.0,100.0,12.53841,6.7,8,12000000.0
63600000.0,102.0,6.047757,4.8,10,19412993.0
4500000.0,102.0,6.874828,7.9,10,7390108.0
24000000.0,84.0,3.755409,5.7,10,13700000.0
1000000.0,81.0,4.734765,4.2,11,35000000.0
5000000.0,110.0,12.158424,7.4,5,110000000.0
48000000.0,93.0,8.781588000000001,5.6,10,90383208.0
40000000.0,122.0,10.479723,7.0,10,55707411.0
22000000.0,95.0,9.41834,6.0,10,13555988.0
80000000.0,126.0,9.034884,6.4,11,39459427.0
32000000.0,129.0,7.1776490000000015,7.0,9,48814909.0
80000000.0,106.0,8.534175999999999,5.4,11,33463969.0
7200000.0,120.0,12.00491,6.3,12,116019547.0
82000000.0,123.0,8.413110000000001,5.7,11,96085477.0
35000000.0,106.0,13.349518,5.5,11,36779296.0
30.0,78.0,5.568359,6.0,9,103.0
85000000.0,100.0,7.668752,5.1,10,183611771.0
13500000.0,124.0,5.387711,6.8,11,7060876.0
17000000.0,120.0,19.944953,7.2,10,213525736.0
35000000.0,107.0,4.884311,3.9,12,15185241.0
75000000.0,124.0,6.548229,5.9,12,215663859.0
25000000.0,132.0,7.492912,6.5,5,8613462.0
40000000.0,130.0,12.189038,6.2,6,191185897.0
6000000.0,84.0,6.759181,7.1,8,5849647.0
15000000.0,126.0,11.672701,7.0,12,43848069.0
14000000.0,145.0,13.617646,6.7,12,161001698.0
4000000.0,110.0,6.865513000000001,6.7,12,3468572.0
20000000.0,97.0,6.526379,6.5,5,45833132.0
10000000.0,103.0,14.014025,7.7,9,83557872.0
15000000.0,123.0,5.764399,5.1,10,21032267.0
25000000.0,121.0,8.9256,6.8,12,152500343.0
13000000.0,83.0,10.890236,5.3,12,73180723.0
6.0,122.0,11.179864,6.6,9,8.0
43000000.0,136.0,10.536255,7.0,12,80049764.0
10000000.0,111.0,7.886926,6.4,12,12008642.0
10000000.0,140.0,2.492547,6.4,9,5164404.0
45000000.0,111.0,9.510762,6.1,12,212000000.0
26000000.0,106.0,12.434175,7.3,8,71868327.0
28000000.0,99.0,6.0007160000000015,4.6,12,33000337.0
80000000.0,145.0,10.204559,6.9,12,34566746.0
48000000.0,147.0,8.338222,6.9,12,207515725.0
8000000.0,92.0,12.691457000000002,6.6,5,8279017.0
50000000.0,127.0,8.997507,6.2,6,57059003.0
10000000.0,105.0,5.402262,5.8,6,25196249.0
6500000.0,111.0,10.092348,6.7,4,2347000.0
30000000.0,108.0,8.142166,5.8,1,18195610.0
13000000.0,112.0,4.794088,6.3,1,91038276.0
1000000.0,88.0,7.554807,6.8,12,779137.0
35000000.0,123.0,12.806634,6.6,1,29400000.0
11000000.0,81.0,7.715908,5.7,1,13276953.0
35000000.0,103.0,8.056016,5.4,1,94728529.0
3000000.0,100.0,15.170192000000002,7.3,9,3221568.0
1800000.0,94.0,9.104462,6.7,8,31623833.0
10000000.0,99.0,2.8497790000000003,6.0,11,14000.0
35000000.0,153.0,10.220906,7.3,12,22238696.0
3000000.0,92.0,5.7122910000000005,5.5,5,23509382.0
350000.0,85.0,10.421679,7.3,10,29400000.0
55000000.0,107.0,3.986985,4.3,5,14375181.0
1.0,98.0,4.028679,6.1,11,12396383.0
8500000.0,97.0,9.099731,6.8,7,32222567.0
6000000.0,89.0,8.525782000000001,5.5,2,42721196.0
22000000.0,106.0,7.106953999999999,5.1,8,17336370.0
12000000.0,82.0,7.0755339999999975,6.8,8,3769990.0
14000000.0,86.0,5.5949870000000015,5.3,2,10424470.0
22000000.0,90.0,8.526823,5.4,2,19351569.0
10000000.0,83.0,4.1956940000000005,6.6,1,44460850.0
40000000.0,119.0,14.840318,6.4,2,65754228.0
75000000.0,93.0,8.893957,4.2,2,5409517.0
62000000.0,125.0,4.764480000000002,5.8,2,18720175.0
57000000.0,123.0,9.958406,5.8,3,147845033.0
1900000.0,104.0,1.075939,6.5,8,2070806.0
60000000.0,120.0,12.149946,5.7,3,56359980.0
3000000.0,146.0,6.409512,7.3,6,10400000.0
2000000.0,104.0,2.921405,5.9,9,11000000.0
4000000.0,93.0,13.90542,5.4,9,16853487.0
15000000.0,110.0,6.600650999999999,5.3,7,30102717.0
23000000.0,98.0,7.3381880000000015,6.1,8,7434726.0
7000000.0,100.0,3.132019,4.5,4,1246141.0
31000000.0,110.0,5.55237,6.5,12,35419397.0
15000000.0,119.0,0.338943,6.8,8,8620929.0
7920000.0,140.0,11.162277,6.7,10,14560084.0
2900000.0,121.0,9.460843,6.4,8,43008075.0
1250000.0,88.0,4.412794,5.3,8,3412497.0
68000000.0,131.0,10.704813,7.2,3,96976270.0
50000000.0,101.0,12.280827,5.3,3,79958599.0
9000000.0,113.0,15.450789000000002,8.1,10,39723096.0
35000000.0,88.0,9.576745,5.5,3,147934180.0
11000000.0,95.0,4.63422,4.9,3,23430766.0
21000000.0,109.0,6.226933,6.2,2,28008462.0
2000000.0,154.0,5.958138,7.6,6,20908467.0
60000000.0,104.0,13.214068,6.1,4,105178561.0
53000000.0,124.0,12.332223,7.4,4,83282296.0
16000000.0,93.0,10.264597,6.0,7,68411275.0
1000000.0,119.0,0.202478,7.3,3,852206.0
17700000.0,91.0,10.442468,5.5,4,30987695.0
21150000.0,92.0,6.640385,4.7,4,39438674.0
90000000.0,104.0,1.901065,4.1,4,10372291.0
27000000.0,117.0,9.848674,5.8,7,16519460.0
17000000.0,136.0,5.036929,6.9,8,29712172.0
12000000.0,104.0,4.497919,7.0,11,1703282.0
40000000.0,138.0,10.336913,6.5,11,23202444.0
2200000.0,99.0,6.127903,6.6,12,136400000.0
65000000.0,132.0,10.90061,6.6,5,117487473.0
53000000.0,102.0,5.3962,5.5,5,29700000.0
52500000.0,127.0,13.691781,7.4,3,179213434.0
22000000.0,101.0,2.523655,6.3,9,39071603.0
27000000.0,112.0,7.334686,6.2,6,179033791.0
15000000.0,128.0,13.971865,7.4,12,34604000.0
2000000.0,128.0,10.650752,7.4,10,4905000.0
14000000.0,88.0,6.573364,6.0,12,57915972.0
22000000.0,84.0,8.473369,4.6,6,84772742.0
80000000.0,101.0,5.395127,5.7,6,98376292.0
18000000.0,121.0,4.984905,6.7,6,24911670.0
24000000.0,120.0,11.453093,6.9,7,83531958.0
23000000.0,117.0,6.477258,5.8,6,57138719.0
90000.0,72.0,0.837849,6.1,10,5000000.0
21000000.0,116.0,8.451188,6.9,12,177200000.0
70000000.0,87.0,7.906683,4.9,6,176104344.0
38000000.0,106.0,1.406181,6.6,6,207283925.0
16000000.0,130.0,9.503157,7.3,6,29381649.0
13000000.0,99.0,6.236729,6.6,6,16929123.0
60000000.0,87.0,8.142251,5.0,7,93375151.0
25000000.0,98.0,7.637345,6.4,7,64437847.0
45000000.0,83.0,10.869056,5.4,7,141220678.0
18000000.0,95.0,6.693055,6.2,6,72179579.0
2686000.0,109.0,1.920256,6.0,6,6600000.0
270000.0,79.0,3.481988,6.5,6,1450000.0
3200000.0,123.0,6.641827,7.4,4,8000000.0
14000000.0,85.0,8.678022,7.0,12,2735731.0
4000000.0,124.0,5.317544,6.8,1,8200000.0
4500000.0,116.0,4.31583,6.9,6,10400000.0
10000000.0,108.0,6.830599,6.4,3,25754284.0
16000000.0,112.0,6.918821,6.2,5,17374595.0
130000.0,100.0,11.116474,7.4,6,85000000.0
18000000.0,96.0,12.769371,6.2,7,141774679.0
68000000.0,124.0,14.741992000000002,6.7,7,71069884.0
5000000.0,94.0,3.531682,6.3,7,5476060.0
7500000.0,99.0,5.283245,5.9,4,18869631.0
4000000.0,124.0,3.927714,6.9,9,670774.0
4000000.0,86.0,5.296777,5.3,4,9797098.0
20000000.0,106.0,4.619593,6.4,3,51684798.0
19000000.0,95.0,10.874079,6.3,8,8247943.0
8000000.0,95.0,0.964399,5.3,12,784990.0
3512454.0,95.0,0.13401400000000002,7.0,3,115860.0
20000000.0,104.0,9.270831,5.7,7,171504781.0
6000000.0,120.0,5.529808,6.6,4,46616067.0
2000000.0,82.0,10.113807,5.9,4,13167232.0
4500000.0,86.0,9.97523,5.0,4,3813293.0
6000000.0,95.0,3.590547,4.9,11,28202109.0
20000000.0,120.0,8.105858999999999,6.6,2,17637950.0
24000000.0,91.0,11.666172,6.4,6,43455230.0
9000000.0,88.0,1.99161,5.1,8,6436211.0
2500000.0,93.0,9.97466,5.8,9,1189315.0
12300000.0,69.0,13.631352,7.0,11,84460846.0
8000000.0,90.0,9.631158,6.1,7,22433275.0
20000000.0,108.0,6.493525,5.3,12,13854000.0
12000000.0,102.0,11.516965,5.6,3,7242035.0
8000000.0,91.0,1.194377,5.7,4,1893139.0
29000000.0,104.0,14.25013,5.8,6,34994648.0
6200000.0,89.0,6.606325,5.8,1,9205924.0
4000000.0,91.0,6.258984,7.3,5,14237000.0
3500000.0,104.0,3.3828940000000003,6.9,3,20659423.0
7000000.0,98.0,7.791952,6.2,2,19595031.0
16000000.0,102.0,1.835663,5.6,4,4594452.0
4000000.0,94.0,11.292364,7.1,11,13008928.0
15000000.0,107.0,5.9524940000000015,5.7,12,216614388.0
31000000.0,122.0,5.443097,6.0,12,74134790.0
1000000.0,95.0,7.314536,5.5,8,10499694.0
5000000.0,100.0,6.69473,5.9,9,117463.0
10000000.0,90.0,15.109260999999998,6.7,2,40485039.0
30000000.0,125.0,6.973408,6.2,9,45892212.0
22500000.0,113.0,7.435688000000002,6.8,8,18671317.0
500000.0,86.0,8.473602,4.9,4,10166459.0
19000000.0,117.0,2.727017,5.6,10,19738015.0
10000000.0,100.0,11.509677,5.5,9,3916303.0
16000000.0,117.0,1.629224,5.9,3,2420917.0
30000000.0,116.0,9.01086,5.7,11,60864870.0
20000000.0,94.0,9.059459,6.1,9,7237794.0
17000000.0,101.0,5.772293,5.5,4,78247647.0
1500000.0,97.0,6.939994,6.3,4,14697005.0
25000000.0,98.0,10.653446,6.0,3,15704614.0
7000000.0,102.0,6.256969000000002,5.6,8,793775.0
24000000.0,115.0,4.701379,6.2,8,22099847.0
11000000.0,107.0,5.304376,6.7,2,49797148.0
3000000.0,87.0,10.018693,7.2,5,1145404.0
12000000.0,108.0,3.801832,5.0,10,15942628.0
8000000.0,93.0,0.863547,5.6,6,16093651.0
16000000.0,105.0,2.549325,4.9,12,4192440.0
12000000.0,114.0,8.134524,6.8,9,15250000.0
20000.0,111.0,3.111281,7.4,11,99000.0
400000.0,97.0,0.218588,6.0,7,43719.0
5000000.0,97.0,6.386082,6.4,7,295206.0
15000000.0,114.0,2.943427,6.3,5,30050028.0
19000000.0,113.0,9.801967,6.7,9,110879513.0
18000000.0,103.0,17.367335999999998,6.4,5,46908987.0
5000000.0,109.0,5.587765,5.5,10,16554699.0
55000000.0,104.0,7.507261,6.1,12,63408614.0
15000000.0,96.0,3.96986,6.0,1,40590000.0
15000000.0,100.0,8.13754,6.6,8,79258538.0
2000000.0,103.0,3.265426,6.0,9,725131.0
6000000.0,100.0,5.763954,6.1,12,14278900.0
58000000.0,127.0,9.508061,6.5,12,25928721.0
42000000.0,118.0,9.970359,5.8,8,35402320.0
37000000.0,115.0,7.387171,6.5,8,165335153.0
15000000.0,102.0,10.603299,6.7,12,19853892.0
75000000.0,95.0,6.405831,6.0,8,13596911.0
35000000.0,94.0,10.855383,5.7,8,13678913.0
1500000.0,100.0,14.242234,6.2,8,373967.0
57000000.0,131.0,9.243715,5.6,8,62112895.0
48000000.0,112.0,12.330275,6.0,7,85498534.0
22000000.0,104.0,11.619446,6.4,8,33788161.0
28000000.0,98.0,7.058599000000001,4.8,8,14010832.0
34000000.0,108.0,5.499867,4.8,8,19693891.0
10000000.0,90.0,10.414363,6.1,7,59217789.0
1900000.0,93.0,4.1199629999999985,5.9,7,4790926.0
40000000.0,104.0,4.260945,5.2,9,27053815.0
57000000.0,105.0,10.076223,6.0,9,16991902.0
700000.0,97.0,8.66635,6.7,1,1667192.0
32000000.0,106.0,7.674549000000002,6.3,9,40222729.0
40000000.0,85.0,5.761051,6.3,4,8493890.0
45000000.0,122.0,13.664622,7.3,10,104876233.0
1000000.0,107.0,2.678923,5.6,11,2402459.0
725000.0,102.0,5.8208410000000015,6.5,11,10600000.0
2900000.0,136.0,2.649605,7.3,12,5000000.0
18000000.0,107.0,6.41742,5.8,6,9697739.0
50000000.0,113.0,6.824871000000001,6.0,9,100020092.0
31000000.0,101.0,6.425321,6.5,9,24185781.0
28000000.0,89.0,10.40782,6.1,9,60780981.0
23000000.0,97.0,10.337689,6.3,10,36642838.0
12000000.0,86.0,2.828884,5.4,10,17292381.0
28000000.0,90.0,5.715737,6.6,10,77516304.0
4500000.0,113.0,5.395103,6.8,5,7206220.0
15000000.0,125.0,2.847277,7.2,3,67182787.0
75000000.0,123.0,13.136791,6.2,10,67631903.0
11000000.0,86.0,4.890067,4.1,10,23978402.0
15000000.0,147.0,18.184056,7.7,5,20117339.0
10000000.0,96.0,6.513545,4.3,10,7316658.0
4000000.0,102.0,10.255315,7.4,12,35976000.0
35000000.0,122.0,7.790139999999999,6.6,10,74558115.0
72000000.0,131.0,9.807552,7.0,10,27642707.0
48000000.0,132.0,4.556123,6.5,10,35743308.0
48000000.0,120.0,12.400152,7.1,10,50315140.0
6000000.0,113.0,18.303148,7.7,1,1270522.0
75000000.0,89.0,6.353996,5.4,10,54249294.0
49000000.0,87.0,9.769047,5.7,11,72700000.0
100000.0,86.0,3.580063,6.9,1,490475.0
40000000.0,114.0,12.520688,5.7,11,141069860.0
7000000.0,93.0,2.483032,5.3,11,10229331.0
6000000.0,95.0,3.916221,6.0,11,2025238.0
24000000.0,89.0,4.1975440000000015,5.8,11,14782676.0
92000000.0,126.0,18.186839000000006,6.8,11,143049560.0
4500000.0,106.0,11.111299,7.2,4,6459020.0
14000000.0,149.0,4.651946,6.9,9,52223306.0
2000000.0,104.0,8.066663,6.3,4,390659.0
810000.0,106.0,3.099222,6.8,1,1258000.0
6500000.0,105.0,9.3806,6.8,6,31899000.0
35000000.0,111.0,6.346979,6.1,9,27107960.0
9000000.0,96.0,7.550133,6.7,12,46236000.0
5500000.0,109.0,6.3893260000000005,6.6,12,26414658.0
5000000.0,107.0,5.839893,5.5,4,12232628.0
22000000.0,117.0,9.737907,6.5,12,67642693.0
40000000.0,106.0,11.185625,6.0,11,91753202.0
10000000.0,122.0,12.879381,7.8,4,173921954.0
16000000.0,89.0,9.101896,5.5,12,66468332.0
68000000.0,136.0,10.071057,6.5,12,203388341.0
21000000.0,110.0,9.707542,7.4,10,71441250.0
25000000.0,117.0,4.11214,5.0,8,5778353.0
4500000.0,103.0,1.808605,5.0,4,10500000.0
15000000.0,90.0,3.521436,5.1,5,16500000.0
12000000.0,93.0,6.796277000000001,6.4,12,31155435.0
25000000.0,83.0,7.3081619999999985,5.6,12,80936232.0
72000000.0,152.0,8.063684,6.6,12,37317558.0
3000000.0,116.0,9.730217,8.1,12,9000000.0
92000000.0,144.0,10.064446,7.2,12,172989651.0
12000000.0,132.0,2.592296,6.2,11,30400000.0
19800000.0,137.0,14.101101000000002,6.8,11,87754044.0
22000000.0,132.0,12.935016,7.2,12,92542418.0
4000000.0,111.0,6.3411870000000015,6.6,11,44909486.0
15000000.0,93.0,1.672406,5.0,6,76382.0
29000000.0,137.0,11.564252,6.6,1,70752904.0
38000000.0,95.0,6.9389210000000014,5.8,6,153518974.0
18000000.0,108.0,3.383201,6.5,6,14110013.0
18000000.0,103.0,10.151366,5.8,6,100000000.0
1200000.0,81.0,8.471302,6.2,3,760883.0
12000000.0,96.0,15.297121,6.5,12,78868508.0
15000000.0,106.0,9.974312,6.3,9,10219460.0
14000000.0,120.0,5.079464,6.8,5,63513743.0
3500000.0,116.0,7.701349,6.9,1,81600000.0
6000000.0,141.0,6.945886,6.2,3,4300000.0
35000000.0,131.0,10.765924,7.3,1,75395048.0
32000000.0,119.0,8.50563,6.1,1,55157539.0
11000000.0,101.0,8.054499,7.5,1,41227069.0
344.0,104.0,0.158651,5.3,9,4.0
14500000.0,108.0,9.298092,6.8,5,95789342.0
13000000.0,109.0,7.584638000000001,5.1,2,22030000.0
14000000.0,86.0,8.559189,5.4,2,6413915.0
15000000.0,88.0,4.643981,5.6,2,52970014.0
85000000.0,108.0,10.175503,5.5,2,78382433.0
50000000.0,99.0,12.508518,5.8,7,16671505.0
19000000.0,110.0,5.214505,4.4,12,11000000.0
12000000.0,93.0,6.6313559999999985,4.7,2,61141030.0
70000000.0,125.0,14.116473999999998,5.9,2,32287044.0
36000000.0,116.0,8.867562,7.0,2,102244770.0
20000000.0,72.0,8.759774,6.1,2,109862682.0
3000000.0,100.0,7.351027999999999,6.6,1,18492362.0
17000000.0,87.0,7.873794,6.2,9,44456478.0
8000000.0,113.0,6.963023,6.3,7,11715321.0
60000000.0,104.0,4.924078,6.2,2,52322400.0
35000000.0,101.0,8.436243,5.5,2,45479110.0
35000000.0,102.0,8.399441,7.0,4,35323292.0
75000000.0,138.0,11.34706,6.7,3,114660784.0
45000000.0,98.0,8.295437,5.1,1,21355893.0
23000000.0,76.0,3.612089,4.4,10,71368.0
1202007.0,103.0,6.360746,7.7,12,2948386.0
14000000.0,95.0,3.909079,5.9,3,25482931.0
80000000.0,96.0,8.918134,5.8,3,123729176.0
2000000.0,96.0,2.1866830000000004,4.8,8,2506446.0
10000000.0,99.0,3.557608,6.6,5,15795189.0
33000000.0,100.0,7.781292999999999,6.4,3,102984862.0
85000000.0,95.0,4.917863,5.3,3,77741732.0
1000000.0,97.0,3.374229,5.9,4,10013424.0
5000000.0,106.0,13.962548000000002,7.3,6,33616692.0
7.0,90.0,3.2768,5.8,5,5.0
14000000.0,126.0,5.355452,6.5,12,35856053.0
54000000.0,117.0,17.050639999999998,6.3,3,155010032.0
26000000.0,94.0,5.373623,4.9,3,38793283.0
48000000.0,111.0,14.969502,6.6,3,196397415.0
20000000.0,127.0,10.991137,6.5,3,75597042.0
3000000.0,131.0,6.363081,7.2,5,9801375.0
42000000.0,115.0,8.371005,6.1,4,63781810.0
5000000.0,92.0,7.668576,5.9,3,38275483.0
250000.0,88.0,9.887355,8.0,12,96568.0
45000000.0,89.0,7.81862,5.9,4,94935764.0
11000000.0,100.0,7.397953,7.0,11,13110448.0
43000000.0,84.0,8.889064,5.3,4,68696770.0
7000000.0,114.0,13.546984,6.0,8,3646994.0
6000000.0,96.0,7.714094,6.1,5,705308.0
1000000.0,96.0,2.301183,6.4,5,16000000.0
50000000.0,120.0,9.645801,6.0,4,56714147.0
60000000.0,92.0,9.488117,5.3,4,165333180.0
11000000.0,91.0,7.793873,4.5,7,16951798.0
40000000.0,103.0,6.332398,5.7,4,16872671.0
18000000.0,103.0,12.106615,7.0,1,676698.0
120000.0,87.0,1.62632,5.3,9,14904.0
18000000.0,96.0,1.33724,5.5,8,5546827.0
106000.0,107.0,0.345862,5.4,7,19319254.0
9000000.0,100.0,0.941383,5.5,10,10364904.0
7500000.0,112.0,3.399684,6.4,9,6266621.0
14000000.0,107.0,12.318052,6.5,1,34793160.0
50000000.0,124.0,8.96839,6.3,5,119137784.0
860000.0,97.0,2.793003,6.6,9,2451545.0
27000000.0,101.0,10.956665,6.6,4,129000000.0
1500000.0,98.0,8.128105999999999,6.8,1,416925.0
5.0,110.0,6.759519,6.2,12,85.0
38000000.0,114.0,6.6812869999999975,6.2,5,51801187.0
46000000.0,118.0,11.424974,6.8,5,113714830.0
80000000.0,83.0,16.724836,7.4,5,122563539.0
68000000.0,124.0,9.268136,5.9,5,193000000.0
25000000.0,86.0,5.00725,5.5,5,41604473.0
10000000.0,95.0,3.073113,6.2,7,14356479.0
70000000.0,116.0,9.540021,5.4,6,65977295.0
60000000.0,119.0,21.040126,7.3,6,214034224.0
5860000.0,111.0,8.019495,7.2,3,12000000.0
18000000.0,118.0,4.29831,6.1,6,3900000.0
1600000.0,103.0,7.715087,7.1,10,5400000.0
80000000.0,85.0,18.469238,7.1,6,145771527.0
50000000.0,96.0,6.674356,5.6,6,171269535.0
250000.0,91.0,2.605409,6.3,8,4186931.0
10000000.0,77.0,5.0244589999999985,5.6,7,11411644.0
60000000.0,101.0,13.067306,6.0,7,43061982.0
80000000.0,117.0,13.426684,7.3,7,181001478.0
19000000.0,115.0,1.289698,3.9,6,12918858.0
100000.0,90.0,1.522753,5.6,8,22000000.0
13000000.0,94.0,8.502529,4.5,7,37664855.0
40000.0,93.0,2.6493,7.3,1,1434436.0
1900000.0,102.0,0.653271,6.4,12,240093.0
150000.0,78.0,9.203416,5.5,11,2891288.0
9000000.0,90.0,5.971241,7.0,6,20458340.0
38000000.0,100.0,7.1641309999999985,5.3,8,119723358.0
8000000.0,93.0,4.388338,6.1,1,16856124.0
50000000.0,110.0,5.852263,6.1,8,26199517.0
3000000.0,113.0,0.527297,5.0,8,19184015.0
25000000.0,104.0,6.4557379999999975,5.6,8,51842679.0
50000.0,90.0,3.882092,6.9,4,21075.0
25000000.0,102.0,4.439325,6.5,10,10113733.0
12000000.0,96.0,10.753445,6.6,8,52223306.0
29000000.0,100.0,10.16841,5.0,8,16930185.0
20000000.0,96.0,13.35278,6.1,8,12398628.0
15000000.0,118.0,7.50381,6.8,3,41092328.0
26000000.0,84.0,11.026793,6.4,7,181096164.0
8500000.0,95.0,0.50525,4.9,11,250993.0
14000000.0,103.0,9.970485,5.9,1,62134225.0
1000000.0,89.0,1.157582,5.5,11,9000000.0
17000000.0,115.0,2.5224740000000003,6.0,7,10626725.0
40000000.0,108.0,3.903016000000002,5.7,9,22433915.0
8500000.0,84.0,8.421411,5.0,9,34411240.0
12000000.0,102.0,6.498789,6.2,4,75781642.0
21000000.0,92.0,13.217421,6.6,10,43928932.0
9000000.0,97.0,5.536107,6.5,9,4777465.0
24000000.0,100.0,5.429614,5.6,9,22518097.0
230000.0,89.0,4.788002,6.1,7,25000000.0
3000000.0,100.0,2.4282790000000003,4.8,4,15369573.0
70000000.0,91.0,9.094558,4.3,9,19924033.0
35000000.0,132.0,6.894153,6.5,9,29882645.0
30000000.0,106.0,5.781667,5.8,9,6916869.0
4000000.0,104.0,10.936827,6.8,1,9304609.0
30000000.0,108.0,8.587129,6.1,9,180622424.0
21000000.0,117.0,14.074906,6.4,9,10011050.0
78000000.0,124.0,2.968157,6.7,9,209196298.0
2500000.0,99.0,2.726061,7.4,4,589244.0
33000000.0,137.0,8.40852,6.7,11,1132112.0
130000.0,105.0,0.59091,5.2,9,799674.0
8000000.0,109.0,3.142874,7.0,10,27362712.0
15000000.0,92.0,6.557426,5.9,9,12000000.0
15000000.0,90.0,5.951492,6.4,10,19158074.0
4000000.0,120.0,11.393859,7.3,10,35564473.0
25000000.0,95.0,6.7539690000000006,6.9,10,17000000.0
10000000.0,89.0,3.492576,4.8,10,598645.0
25000000.0,99.0,3.485213,4.6,10,10719357.0
28.0,93.0,6.368323,5.9,12,14.0
7000000.0,104.0,7.936578,6.1,10,2062066.0
3000000.0,89.0,2.850011,6.1,9,13308.0
3000000.0,87.0,9.223325,4.2,8,15938065.0
3500000.0,118.0,13.657204,6.5,12,237113184.0
22000000.0,93.0,4.860672,4.7,7,64892670.0
20000000.0,121.0,2.284384,7.0,3,3763988.0
20000000.0,96.0,3.782547,5.2,8,22471595.0
12000000.0,116.0,3.21594,6.8,12,40716963.0
10000000.0,112.0,1.701134,5.0,12,6892098.0
18000000.0,108.0,7.536295,7.3,7,12000000.0
3000000.0,94.0,3.891243,6.1,5,216166.0
3000000.0,112.0,7.44658,7.1,8,11740000.0
300000.0,105.0,1.023164,8.5,2,1400000.0
6500000.0,104.0,2.12989,5.7,4,566736.0
8500000.0,94.0,3.950775,5.2,12,29916207.0
22000000.0,108.0,8.031761,6.3,12,9171289.0
2800000.0,87.0,8.173864,6.3,8,26279000.0
35000000.0,91.0,13.955376,5.3,10,68349884.0
5000000.0,87.0,14.095586,6.1,10,64282312.0
15000000.0,99.0,1.652275,6.1,10,23000.0
12000000.0,123.0,11.283472,7.3,8,56298474.0
12000000.0,131.0,13.300519,5.3,4,41744718.0
70000000.0,97.0,10.404277,5.2,10,33561137.0
65000000.0,104.0,5.205729,5.5,10,172855065.0
16000000.0,113.0,2.488424,5.6,9,109130.0
35000000.0,114.0,6.426438,6.2,11,16838910.0
41000000.0,110.0,8.374355,6.8,11,215000000.0
13500000.0,107.0,10.107519,6.9,9,29027914.0
7500000.0,102.0,1.418177,4.6,9,4245870.0
11000000.0,98.0,8.929393,5.2,8,2807854.0
1750000.0,101.0,4.2912360000000005,6.5,6,100000.0
4100000.0,103.0,10.574039,6.5,1,14225876.0
14000000.0,118.0,0.627368,5.7,2,439564.0
5000000.0,144.0,0.303062,6.9,4,2028612.0
